image_name,target
image_00000.jpg,0.12769917
image_00001.jpg,0.99900633
image_00002.jpg,0.922211
image_00003.jpg,0.87395006
image_00004.jpg,0.9999994
image_00005.jpg,0.94300663
image_00006.jpg,1.0
image_00007.jpg,0.9999684
image_00008.jpg,0.95814484
image_00009.jpg,0.32092085
image_00010.jpg,0.99369353
image_00011.jpg,0.99406636
image_00012.jpg,0.7238838
image_00013.jpg,0.8505381
image_00014.jpg,0.99999356
image_00015.jpg,0.99994814
image_00016.jpg,0.9983474
image_00017.jpg,0.8799704
image_00018.jpg,0.9999964
image_00019.jpg,1.0
image_00020.jpg,0.99679935
image_00021.jpg,1.0
image_00022.jpg,0.9999857
image_00023.jpg,0.9999851
image_00024.jpg,0.9658938
image_00025.jpg,0.8763986
image_00026.jpg,0.9991191
image_00027.jpg,0.9955367
image_00028.jpg,0.9987778
image_00029.jpg,0.7244217
image_00030.jpg,0.9997602
image_00031.jpg,0.9999497
image_00032.jpg,0.99995875
image_00033.jpg,0.9997197
image_00034.jpg,0.9962231
image_00035.jpg,0.093221635
image_00036.jpg,0.98981
image_00037.jpg,0.99467
image_00038.jpg,0.94833004
image_00039.jpg,0.9507305
image_00040.jpg,0.88638216
image_00041.jpg,0.99496305
image_00042.jpg,0.9992742
image_00043.jpg,0.995743
image_00044.jpg,0.9999968
image_00045.jpg,0.999741
image_00046.jpg,0.99827015
image_00047.jpg,0.96053314
image_00048.jpg,0.49503392
image_00049.jpg,0.98561656
image_00050.jpg,0.98995215
image_00051.jpg,0.9999002
image_00052.jpg,0.12341062
image_00053.jpg,0.10294278
image_00054.jpg,0.9562164
image_00055.jpg,0.99819213
image_00056.jpg,0.9821177
image_00057.jpg,0.9672134
image_00058.jpg,0.42238495
image_00059.jpg,0.8311613
image_00060.jpg,0.99693334
image_00061.jpg,0.9999105
image_00062.jpg,1.0
image_00063.jpg,0.9982994
image_00064.jpg,0.13012853
image_00065.jpg,0.38412115
image_00066.jpg,0.99714535
image_00067.jpg,0.99999654
image_00068.jpg,0.9999758
image_00069.jpg,0.99571496
image_00070.jpg,0.9727557
image_00071.jpg,0.99998164
image_00072.jpg,0.99983394
image_00073.jpg,0.98376435
image_00074.jpg,0.77308965
image_00075.jpg,0.9995559
image_00076.jpg,0.9998173
image_00077.jpg,0.9996332
image_00078.jpg,0.99999917
image_00079.jpg,0.9999995
image_00080.jpg,1.0
image_00081.jpg,0.81884384
image_00082.jpg,0.9993818
image_00083.jpg,0.76010877
image_00084.jpg,0.9978277
image_00085.jpg,0.8559004
image_00086.jpg,0.964112
image_00087.jpg,0.99900156
image_00088.jpg,0.9991123
image_00089.jpg,0.99635065
image_00090.jpg,0.014018488
image_00091.jpg,0.9440882
image_00092.jpg,0.12837535
image_00093.jpg,0.9946837
image_00094.jpg,0.17766958
image_00095.jpg,0.84423894
image_00096.jpg,0.99999464
image_00097.jpg,0.08472616
image_00098.jpg,0.9999454
image_00099.jpg,0.90256375
image_00100.jpg,0.48303938
image_00101.jpg,0.9791006
image_00102.jpg,1.0
image_00103.jpg,0.93343097
image_00104.jpg,0.9950866
image_00105.jpg,0.99999785
image_00106.jpg,0.99951947
image_00107.jpg,0.22118664
image_00108.jpg,1.0
image_00109.jpg,0.5150403
image_00110.jpg,0.7366262
image_00111.jpg,0.92075574
image_00112.jpg,0.18513101
image_00113.jpg,0.9848798
image_00114.jpg,0.78970075
image_00115.jpg,0.90499336
image_00116.jpg,0.94949573
image_00117.jpg,0.6870401
image_00118.jpg,1.0
image_00119.jpg,0.99971706
image_00120.jpg,0.9847772
image_00121.jpg,0.13121246
image_00122.jpg,0.45303413
image_00123.jpg,0.9999038
image_00124.jpg,0.23888342
image_00125.jpg,0.810761
image_00126.jpg,0.934703
image_00127.jpg,0.9980439
image_00128.jpg,0.98681784
image_00129.jpg,0.503363
image_00130.jpg,0.99878484
image_00131.jpg,0.99999785
image_00132.jpg,0.9980574
image_00133.jpg,0.07565047
image_00134.jpg,0.8820491
image_00135.jpg,0.999236
image_00136.jpg,0.9899361
image_00137.jpg,0.99999714
image_00138.jpg,0.9929214
image_00139.jpg,0.06819785
image_00140.jpg,0.61862236
image_00141.jpg,0.99802184
image_00142.jpg,0.8486488
image_00143.jpg,0.9938114
image_00144.jpg,0.9603657
image_00145.jpg,0.9999559
image_00146.jpg,0.999721
image_00147.jpg,0.8242708
image_00148.jpg,0.9939652
image_00149.jpg,0.99946934
image_00150.jpg,0.99908495
image_00151.jpg,0.99999976
image_00152.jpg,0.999951
image_00153.jpg,0.9927758
image_00154.jpg,0.9847268
image_00155.jpg,0.9988757
image_00156.jpg,0.96326005
image_00157.jpg,0.99999845
image_00158.jpg,0.9990452
image_00159.jpg,0.9999713
image_00160.jpg,0.9999999
image_00161.jpg,0.98143655
image_00162.jpg,0.8156261
image_00163.jpg,0.99980134
image_00164.jpg,0.99294865
image_00165.jpg,1.0
image_00166.jpg,0.9746183
image_00167.jpg,0.999984
image_00168.jpg,0.9998454
image_00169.jpg,0.9874256
image_00170.jpg,0.9997204
image_00171.jpg,0.9998877
image_00172.jpg,0.9487244
image_00173.jpg,0.49726906
image_00174.jpg,0.96926606
image_00175.jpg,0.8710099
image_00176.jpg,0.3799661
image_00177.jpg,0.98593473
image_00178.jpg,0.9999999
image_00179.jpg,0.9773244
image_00180.jpg,0.97231364
image_00181.jpg,0.99989426
image_00182.jpg,1.0
image_00183.jpg,0.98093307
image_00184.jpg,0.99429506
image_00185.jpg,0.99999034
image_00186.jpg,0.9435358
image_00187.jpg,0.9990721
image_00188.jpg,0.25077453
image_00189.jpg,0.036909338
image_00190.jpg,0.8912477
image_00191.jpg,0.3119741
image_00192.jpg,0.9999957
image_00193.jpg,0.99693346
image_00194.jpg,0.9483699
image_00195.jpg,0.7093139
image_00196.jpg,0.14873232
image_00197.jpg,0.9648904
image_00198.jpg,0.7766708
image_00199.jpg,0.99951744
image_00200.jpg,0.9592491
image_00201.jpg,0.8082153
image_00202.jpg,0.99583274
image_00203.jpg,0.9949393
image_00204.jpg,0.97875506
image_00205.jpg,0.98222464
image_00206.jpg,0.8446878
image_00207.jpg,0.060352378
image_00208.jpg,0.24599916
image_00209.jpg,0.9984107
image_00210.jpg,0.5509792
image_00211.jpg,0.9980981
image_00212.jpg,1.0
image_00213.jpg,0.99985135
image_00214.jpg,0.99999475
image_00215.jpg,0.99688536
image_00216.jpg,0.9800372
image_00217.jpg,0.99190724
image_00218.jpg,0.7082871
image_00219.jpg,0.99999964
image_00220.jpg,0.99929273
image_00221.jpg,0.6382838
image_00222.jpg,0.35356292
image_00223.jpg,0.999944
image_00224.jpg,0.89148915
image_00225.jpg,0.9828068
image_00226.jpg,0.9999999
image_00227.jpg,0.34792694
image_00228.jpg,0.93198377
image_00229.jpg,1.0
image_00230.jpg,0.38273323
image_00231.jpg,0.9893721
image_00232.jpg,0.99930143
image_00233.jpg,0.9134132
image_00234.jpg,0.97630197
image_00235.jpg,0.5092731
image_00236.jpg,0.99999213
image_00237.jpg,0.97861207
image_00238.jpg,0.9575739
image_00239.jpg,0.9993247
image_00240.jpg,0.9867258
image_00241.jpg,0.9465545
image_00242.jpg,0.9909072
image_00243.jpg,0.99999475
image_00244.jpg,0.9977245
image_00245.jpg,0.32939368
image_00246.jpg,0.17109036
image_00247.jpg,0.973551
image_00248.jpg,0.99497354
image_00249.jpg,0.9999248
image_00250.jpg,0.18021995
image_00251.jpg,0.89747757
image_00252.jpg,0.9972343
image_00253.jpg,0.9996105
image_00254.jpg,0.9956506
image_00255.jpg,0.9736406
image_00256.jpg,0.99669963
image_00257.jpg,0.8030074
image_00258.jpg,0.025309788
image_00259.jpg,0.9999999
image_00260.jpg,0.99999964
image_00261.jpg,0.99731606
image_00262.jpg,0.8483612
image_00263.jpg,0.99990964
image_00264.jpg,0.99923205
image_00265.jpg,0.99638903
image_00266.jpg,0.3249901
image_00267.jpg,0.996754
image_00268.jpg,0.9959026
image_00269.jpg,0.9999994
image_00270.jpg,0.9997855
image_00271.jpg,0.99929774
image_00272.jpg,0.9996431
image_00273.jpg,0.95036
image_00274.jpg,0.9957048
image_00275.jpg,0.8709424
image_00276.jpg,0.9999956
image_00277.jpg,0.96462804
image_00278.jpg,0.9993166
image_00279.jpg,0.87070507
image_00280.jpg,0.9557126
image_00281.jpg,0.9998934
image_00282.jpg,0.9623186
image_00283.jpg,0.94598424
image_00284.jpg,0.9414497
image_00285.jpg,0.17164297
image_00286.jpg,0.9999951
image_00287.jpg,0.9997899
image_00288.jpg,0.99744844
image_00289.jpg,0.943356
image_00290.jpg,0.94333845
image_00291.jpg,0.99999
image_00292.jpg,0.85275316
image_00293.jpg,0.6011316
image_00294.jpg,0.26648065
image_00295.jpg,0.9247379
image_00296.jpg,0.9983193
image_00297.jpg,0.66692656
image_00298.jpg,0.35307994
image_00299.jpg,0.8632967
image_00300.jpg,0.93814516
image_00301.jpg,0.9902598
image_00302.jpg,0.9989536
image_00303.jpg,0.9952917
image_00304.jpg,0.5569708
image_00305.jpg,0.99997306
image_00306.jpg,0.9823558
image_00307.jpg,0.99996364
image_00308.jpg,0.6951622
image_00309.jpg,0.487011
image_00310.jpg,0.9999999
image_00311.jpg,0.99883443
image_00312.jpg,0.99805343
image_00313.jpg,0.9982822
image_00314.jpg,0.9340746
image_00315.jpg,0.98842365
image_00316.jpg,0.99997437
image_00317.jpg,0.99644595
image_00318.jpg,0.9675397
image_00319.jpg,0.99934524
image_00320.jpg,0.99817514
image_00321.jpg,0.55127925
image_00322.jpg,0.9232672
image_00323.jpg,0.9832804
image_00324.jpg,0.13972872
image_00325.jpg,0.963873
image_00326.jpg,0.46832594
image_00327.jpg,0.92081076
image_00328.jpg,0.99993706
image_00329.jpg,0.6134232
image_00330.jpg,0.9999995
image_00331.jpg,0.95314497
image_00332.jpg,0.998069
image_00333.jpg,0.99583286
image_00334.jpg,0.9629818
image_00335.jpg,0.9998399
image_00336.jpg,0.99772793
image_00337.jpg,0.72653383
image_00338.jpg,0.9002625
image_00339.jpg,0.9541518
image_00340.jpg,0.9998293
image_00341.jpg,0.9999119
image_00342.jpg,0.99631846
image_00343.jpg,0.5739608
image_00344.jpg,0.98320735
image_00345.jpg,0.984121
image_00346.jpg,0.9999994
image_00347.jpg,0.09208029
image_00348.jpg,0.99998593
image_00349.jpg,0.99997294
image_00350.jpg,0.9999945
image_00351.jpg,0.07790816
image_00352.jpg,0.12061678
image_00353.jpg,0.99725455
image_00354.jpg,0.99998724
image_00355.jpg,0.6950174
image_00356.jpg,0.9955107
image_00357.jpg,0.993504
image_00358.jpg,0.9999999
image_00359.jpg,0.99999094
image_00360.jpg,0.9999993
image_00361.jpg,0.944171
image_00362.jpg,0.99961853
image_00363.jpg,0.84232277
image_00364.jpg,0.9992323
image_00365.jpg,0.97627
image_00366.jpg,0.99200577
image_00367.jpg,0.08077933
image_00368.jpg,0.9980824
image_00369.jpg,0.99999964
image_00370.jpg,0.9970101
image_00371.jpg,0.9443336
image_00372.jpg,0.995282
image_00373.jpg,0.93563306
image_00374.jpg,0.95713264
image_00375.jpg,0.99519205
image_00376.jpg,0.97232944
image_00377.jpg,0.9999945
image_00378.jpg,0.9985599
image_00379.jpg,0.96476007
image_00380.jpg,0.99999475
image_00381.jpg,0.97463495
image_00382.jpg,0.60493875
image_00383.jpg,0.67755777
image_00384.jpg,0.99998593
image_00385.jpg,0.99392563
image_00386.jpg,0.99574274
image_00387.jpg,0.9992786
image_00388.jpg,0.99721485
image_00389.jpg,0.9207829
image_00390.jpg,0.964981
image_00391.jpg,0.9497271
image_00392.jpg,0.5017048
image_00393.jpg,0.98423266
image_00394.jpg,0.9999958
image_00395.jpg,0.12745272
image_00396.jpg,0.980899
image_00397.jpg,0.9973809
image_00398.jpg,0.8163733
image_00399.jpg,0.9999503
image_00400.jpg,0.999956
image_00401.jpg,0.8231242
image_00402.jpg,0.92287856
image_00403.jpg,0.9999999
image_00404.jpg,1.0
image_00405.jpg,0.9984409
image_00406.jpg,0.9999968
image_00407.jpg,0.7753615
image_00408.jpg,0.9965725
image_00409.jpg,0.1925064
image_00410.jpg,0.9999982
image_00411.jpg,0.9981704
image_00412.jpg,0.9865616
image_00413.jpg,0.15546638
image_00414.jpg,0.9999999
image_00415.jpg,0.99599946
image_00416.jpg,0.9982414
image_00417.jpg,0.809833
image_00418.jpg,0.21567588
image_00419.jpg,0.102201626
image_00420.jpg,0.9999999
image_00421.jpg,0.1634983
image_00422.jpg,0.95790076
image_00423.jpg,0.89779025
image_00424.jpg,0.9248595
image_00425.jpg,0.7003498
image_00426.jpg,0.99834585
image_00427.jpg,0.99663526
image_00428.jpg,0.9385982
image_00429.jpg,0.99995077
image_00430.jpg,0.9999167
image_00431.jpg,0.9998103
image_00432.jpg,0.9187746
image_00433.jpg,0.92343134
image_00434.jpg,0.11474904
image_00435.jpg,0.9851327
image_00436.jpg,0.9816046
image_00437.jpg,0.97603863
image_00438.jpg,0.77813846
image_00439.jpg,0.6058951
image_00440.jpg,0.9346001
image_00441.jpg,0.99519914
image_00442.jpg,0.24448015
image_00443.jpg,0.9999486
image_00444.jpg,0.9913526
image_00445.jpg,0.7588223
image_00446.jpg,0.066806465
image_00447.jpg,0.21744213
image_00448.jpg,0.9680604
image_00449.jpg,0.9678218
image_00450.jpg,0.99911267
image_00451.jpg,0.8517413
image_00452.jpg,0.9999987
image_00453.jpg,0.9999988
image_00454.jpg,0.9994178
image_00455.jpg,0.9627903
image_00456.jpg,0.9640253
image_00457.jpg,0.98501104
image_00458.jpg,0.97788256
image_00459.jpg,0.995002
image_00460.jpg,0.077795245
image_00461.jpg,0.9973224
image_00462.jpg,0.9999999
image_00463.jpg,0.99998975
image_00464.jpg,0.9986077
image_00465.jpg,0.21430768
image_00466.jpg,0.9676406
image_00467.jpg,0.9032075
image_00468.jpg,0.865402
image_00469.jpg,0.5048391
image_00470.jpg,0.99985456
image_00471.jpg,0.61361235
image_00472.jpg,0.99999976
image_00473.jpg,0.96798074
image_00474.jpg,0.963542
image_00475.jpg,0.9987495
image_00476.jpg,0.90395766
image_00477.jpg,0.9999999
image_00478.jpg,0.94907326
image_00479.jpg,0.99266726
image_00480.jpg,0.9999051
image_00481.jpg,0.89773625
image_00482.jpg,0.997174
image_00483.jpg,0.9921886
image_00484.jpg,0.9979151
image_00485.jpg,0.9995602
image_00486.jpg,0.99206185
image_00487.jpg,0.8310279
image_00488.jpg,0.99999475
image_00489.jpg,0.9909887
image_00490.jpg,0.5875276
image_00491.jpg,0.99647266
image_00492.jpg,0.92170465
image_00493.jpg,0.99882394
image_00494.jpg,0.028254952
image_00495.jpg,1.0
image_00496.jpg,0.99728715
image_00497.jpg,0.035374567
image_00498.jpg,0.99999976
image_00499.jpg,0.9975539
